Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11;Column12;Column13;Column14;Column15;Column16;Column17;Column18;Column19;Column20;Column21;Column22;Column23;Column24;Column25;Column26;Column27;Column28;Column29;Column30;Column31;Column32;Column33;Column34;Column35;Column36;Column37;Column38;Column39;Column40;Column41
com.samsung.shealth.sleep;6261011;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
original_efficiency;mental_recovery;factor_01;factor_02;factor_03;factor_04;factor_05;factor_06;factor_07;factor_08;factor_09;factor_10;has_sleep_data;combined_id;sleep_type;data_version;physical_recovery;original_wake_up_time;movement_awakening;original_bed_time;goal_bed_time;quality;extra_data;goal_wake_up_time;sleep_cycle;efficiency;sleep_score;sleep_duration;com.samsung.health.sleep.create_sh_ver;com.samsung.health.sleep.start_time;com.samsung.health.sleep.custom;com.samsung.health.sleep.modify_sh_ver;com.samsung.health.sleep.update_time;com.samsung.health.sleep.create_time;com.samsung.health.sleep.time_offset;com.samsung.health.sleep.deviceuuid;com.samsung.health.sleep.comment;com.samsung.health.sleep.pkg_name;com.samsung.health.sleep.end_time;com.samsung.health.sleep.datauuid;
;75.0;10;18;1;0;18;157;73;0;17;0;0;cb85893b-b3f0-4122-843c-1e0d182b6ddb;;3;33.0;;24.0;;;;b9f3027b-bb6d-4022-860b-49c05b0a971d.extra_data.json;;1;88.0;70;157;;2023-03-18 03:19:00.000;;;2023-03-18 10:55:50.126;2023-03-18 06:13:02.559;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-03-18 05:56:00.000;b9f3027b-bb6d-4022-860b-49c05b0a971d;
;27.0;20;20;35;23;71;261;154;3;61;0;0;cb85893b-b3f0-4122-843c-1e0d182b6ddb;;3;39.0;;73.0;;;;efe5aa43-924c-4a43-a5f9-057b75147f49.extra_data.json;;2;72.0;43;261;;2023-03-18 06:34:00.000;;;2023-03-18 10:55:50.136;2023-03-18 10:55:41.529;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-03-18 10:55:00.000;efe5aa43-924c-4a43-a5f9-057b75147f49;
;45.0;45;76;15;20;46;496;176;3;29;0;0;;;3;75.0;;24.0;;;;89c26bec-6cd0-482d-8ee1-85e7d5ef3875.extra_data.json;;5;90.0;65;496;;2023-03-19 03:23:00.000;;;2023-03-19 12:31:54.908;2023-03-19 11:39:46.810;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-03-19 11:39:00.000;89c26bec-6cd0-482d-8ee1-85e7d5ef3875;
;68.0;38;38;12;12;59;494;184;1;33;0;0;;;3;65.0;;25.0;;;;08bc0260-3e56-4f56-ae2a-0e59c7be0d30.extra_data.json;;4;88.0;68;494;;2023-03-20 02:30:00.000;;;2023-03-20 10:45:26.681;2023-03-20 10:45:09.564;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-03-20 10:44:00.000;08bc0260-3e56-4f56-ae2a-0e59c7be0d30;
;70.0;23;33;2;5;47;391;119;1;30;0;0;;;3;55.0;;21.0;;;;011385a1-212d-4688-9d81-2fd103cf2bba.extra_data.json;;3;87.0;78;391;;2023-03-21 04:09:00.000;;;2023-03-21 10:46:24.563;2023-03-21 10:46:03.813;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-03-21 10:40:00.000;011385a1-212d-4688-9d81-2fd103cf2bba;
;49.0;4;32;3;21;57;430;93;2;41;0;0;;;3;52.0;;26.0;;;;a0363c4c-2dc5-439c-a3d7-55f404aafbb7.extra_data.json;;4;86.0;63;430;;2023-03-22 03:20:00.000;;;2023-03-22 10:30:32.628;2023-03-22 10:30:19.900;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-03-22 10:30:00.000;a0363c4c-2dc5-439c-a3d7-55f404aafbb7;
;43.0;75;97;4;27;47;450;147;2;26;0;0;;;3;87.0;;19.0;;;;969515b9-c51d-4bb4-8d47-a09afe19d0f8.extra_data.json;;4;89.0;68;450;;2023-03-23 03:28:00.000;;;2023-03-23 11:00:46.985;2023-03-23 11:00:24.670;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-03-23 10:58:00.000;969515b9-c51d-4bb4-8d47-a09afe19d0f8;
;55.0;51;74;9;15;44;423;200;1;24;0;0;;;3;70.0;;21.0;;;;80f9212f-ea4a-49e2-8f83-e95fa3101cce.extra_data.json;;2;89.0;69;423;;2023-03-24 03:57:00.000;;;2023-03-24 11:00:51.884;2023-03-24 11:00:27.797;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-03-24 11:00:00.000;80f9212f-ea4a-49e2-8f83-e95fa3101cce;
;64.0;50;57;15;11;81;498;195;1;58;0;0;;;3;72.0;;36.0;;;;3cedec6d-80d8-413f-9240-418e9d62d731.extra_data.json;;3;83.0;72;498;;2023-03-25 02:46:00.000;;;2023-03-25 11:10:41.728;2023-03-25 11:10:19.930;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-03-25 11:04:00.000;3cedec6d-80d8-413f-9240-418e9d62d731;
;67.0;60;60;14;8;81;534;247;1;52;0;0;;;3;74.0;;31.0;;;;055bbf3f-6d63-4ac0-8b6f-7049c68ea76e.extra_data.json;;3;84.0;72;534;;2023-03-26 02:35:00.000;;;2023-03-26 11:30:23.045;2023-03-26 11:30:00.576;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-03-26 11:29:00.000;055bbf3f-6d63-4ac0-8b6f-7049c68ea76e;
;75.0;41;41;13;5;72;452;169;1;54;0;0;;;3;64.0;;36.0;;;;8937869c-83b4-4df1-a1a3-ba706520754f.extra_data.json;;4;84.0;73;452;;2023-03-27 03:12:00.000;;;2023-03-27 10:45:53.229;2023-03-27 10:45:34.806;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-03-27 10:44:00.000;8937869c-83b4-4df1-a1a3-ba706520754f;
;54.0;39;47;18;16;53;436;242;2;24;0;0;;;3;61.0;;25.0;;;;627a9da1-9766-4cc9-800c-de8f689c8405.extra_data.json;;4;87.0;62;436;;2023-03-28 03:14:00.000;;;2023-03-28 10:34:32.628;2023-03-28 10:34:12.686;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-03-28 10:30:00.000;627a9da1-9766-4cc9-800c-de8f689c8405;
;65.0;30;33;10;15;57;440;172;1;27;0;0;;;3;58.0;;25.0;;;;ed0618cc-5992-49e3-9694-367f0478875a.extra_data.json;;4;87.0;68;440;;2023-03-29 03:08:00.000;;;2023-03-29 10:30:49.153;2023-03-29 10:30:27.608;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-03-29 10:28:00.000;ed0618cc-5992-49e3-9694-367f0478875a;
;79.0;28;31;8;1;65;426;119;1;44;0;0;;;3;59.0;;32.0;;;;beafb3ab-9929-49d9-b799-f0902906657f.extra_data.json;;4;84.0;76;426;;2023-03-30 03:23:00.000;;;2023-03-30 10:30:34.037;2023-03-30 10:30:14.713;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-03-30 10:29:00.000;beafb3ab-9929-49d9-b799-f0902906657f;
;62.0;47;47;19;13;44;501;254;1;21;0;0;;;3;67.0;;20.0;;;;3ac33910-47ca-4fad-add8-829fb6e63c40.extra_data.json;;3;91.0;72;501;;2023-03-31 02:19:00.000;;;2023-03-31 10:40:37.465;2023-03-31 10:40:13.975;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-03-31 10:40:00.000;3ac33910-47ca-4fad-add8-829fb6e63c40;
;60.0;21;57;2;25;65;438;56;2;47;0;0;;;3;72.0;;29.0;;;;61d4d4f6-d9e2-4f11-a2cc-bc3e376cb61a.extra_data.json;;7;85.0;57;438;;2023-04-01 03:42:00.000;;;2023-04-01 11:00:34.173;2023-04-01 11:00:15.442;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-04-01 11:00:00.000;61d4d4f6-d9e2-4f11-a2cc-bc3e376cb61a;
;85.0;33;34;9;5;56;473;157;0;30;0;0;;;3;63.0;;24.0;;;;80bf5297-9efd-4ac2-b0b8-a1986e837f17.extra_data.json;;4;88.0;76;473;;2023-04-02 02:47:00.000;;;2023-04-02 10:43:05.757;2023-04-02 10:42:42.355;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-04-02 10:40:00.000;80bf5297-9efd-4ac2-b0b8-a1986e837f17;
;58.0;32;54;6;17;46;485;98;2;25;0;0;;;3;73.0;;21.0;;;;13e2497d-67db-4c16-947a-fbe05ebf9aaa.extra_data.json;;5;90.0;70;485;;2023-04-03 02:27:00.000;;;2023-04-03 10:32:29.562;2023-04-03 10:32:04.807;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-04-03 10:32:00.000;13e2497d-67db-4c16-947a-fbe05ebf9aaa;
;35.0;11;29;6;40;89;390;103;1;73;0;0;;;3;51.0;;47.0;;;;704bc9af-47ef-41c3-bdcf-f89cfd7a4c0d.extra_data.json;;3;77.0;68;390;;2023-04-04 03:26:00.000;;;2023-04-04 10:13:38.619;2023-04-04 10:01:24.044;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-04-04 09:56:00.000;704bc9af-47ef-41c3-bdcf-f89cfd7a4c0d;
;70.0;24;41;8;5;27;276;103;1;20;0;0;;;3;52.0;;25.0;;;;0c8e5a92-f79c-4245-9ded-9eb6bdbd5dc2.extra_data.json;;3;90.0;69;276;;2023-04-05 04:53:00.000;;;2023-04-05 09:36:02.065;2023-04-05 09:35:53.702;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-04-05 09:29:00.000;0c8e5a92-f79c-4245-9ded-9eb6bdbd5dc2;
;83.0;23;51;1;2;73;404;47;0;56;0;0;;;3;73.0;;34.0;;;;17cfbb71-83c9-453a-85a6-bb8ff8100df3.extra_data.json;;3;81.0;80;404;;2023-04-06 03:05:00.000;;;2023-04-06 10:22:48.364;2023-04-06 10:18:21.615;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-04-06 09:49:00.000;17cfbb71-83c9-453a-85a6-bb8ff8100df3;
;59.0;14;18;2;16;35;445;89;2;14;0;0;;;3;55.0;;13.0;;;;2855aa1b-d411-4778-86ed-76656c6eeb7c.extra_data.json;;5;92.0;67;445;;2023-04-07 03:30:00.000;;;2023-04-07 10:57:19.531;2023-04-07 10:56:56.850;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-04-07 10:55:00.000;2855aa1b-d411-4778-86ed-76656c6eeb7c;
;78.0;39;57;7;12;68;491;183;1;44;0;0;;;3;69.0;;27.0;;;;40a20a81-1a1a-4f70-9395-154ae4f2eef3.extra_data.json;;6;86.0;72;491;;2023-04-08 02:39:00.000;;;2023-04-08 10:50:48.529;2023-04-08 10:50:20.335;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-04-08 10:50:00.000;40a20a81-1a1a-4f70-9395-154ae4f2eef3;
;41.0;56;56;12;34;67;506;248;1;39;0;0;;;3;71.0;;26.0;;;;a81a1f4f-aa6b-4c9a-9751-c683a9e3a527.extra_data.json;;3;86.0;67;506;;2023-04-09 02:44:00.000;;;2023-04-09 12:44:58.058;2023-04-09 11:10:06.186;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-04-09 11:10:00.000;a81a1f4f-aa6b-4c9a-9751-c683a9e3a527;
;84.0;64;64;16;6;55;500;185;1;25;0;0;;;3;77.0;;25.0;;;;6217a2f1-4c98-4be6-ba22-79823fdd5b87.extra_data.json;;6;89.0;72;500;;2023-04-10 02:09:00.000;;;2023-04-10 10:30:35.662;2023-04-10 10:30:15.088;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-04-10 10:29:00.000;6217a2f1-4c98-4be6-ba22-79823fdd5b87;
;83.0;17;17;7;2;17;294;117;0;7;0;0;;;3;41.0;;14.0;;;;e3574536-b3d7-4e48-a184-20abc4e1a517.extra_data.json;;3;94.0;75;294;;2023-04-11 03:11:00.000;;;2023-04-11 08:07:02.020;2023-04-11 08:05:48.792;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-04-11 08:05:00.000;e3574536-b3d7-4e48-a184-20abc4e1a517;
;59.0;22;32;5;11;50;434;121;2;22;0;0;;;3;58.0;;21.0;;;;de38d6a8-6f0b-434a-b46f-6fbe5a75d795.extra_data.json;;4;88.0;65;434;;2023-04-12 03:14:00.000;;;2023-04-12 10:30:49.854;2023-04-12 10:30:30.971;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-04-12 10:28:00.000;de38d6a8-6f0b-434a-b46f-6fbe5a75d795;
;90.0;16;18;16;5;44;422;130;0;20;0;0;;;3;51.0;;27.0;;;;7fc749d5-3ade-4a3e-b741-0b3196b382bd.extra_data.json;;5;89.0;75;422;;2023-04-13 03:28:00.000;;;2023-04-13 10:57:20.992;2023-04-13 10:35:00.405;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-04-13 10:30:00.000;7fc749d5-3ade-4a3e-b741-0b3196b382bd;
;69.0;18;30;1;6;57;426;71;1;34;0;0;;;3;60.0;;23.0;;;;90add21f-6dd8-44ab-a430-1b98d8ca8ac7.extra_data.json;;3;86.0;75;426;;2023-04-14 03:23:00.000;;;2023-04-14 10:32:23.247;2023-04-14 10:32:02.824;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-04-14 10:29:00.000;90add21f-6dd8-44ab-a430-1b98d8ca8ac7;
;40.0;32;35;4;25;45;314;106;3;27;0;0;8eb87e73-c9da-4156-a880-21dbd4b8ed87;;3;55.0;;27.0;;;;f98d23e5-9d0c-4aae-9448-9622109543af.extra_data.json;;5;85.0;59;314;;2023-04-15 02:07:00.000;;;2023-04-15 11:56:58.527;2023-04-15 07:43:09.403;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-04-15 07:21:00.000;f98d23e5-9d0c-4aae-9448-9622109543af;
;74.0;5;5;13;1;75;253;174;0;62;0;0;8eb87e73-c9da-4156-a880-21dbd4b8ed87;;3;28.0;;62.0;;;;1b09ae4d-bf05-4194-a1fb-3f829dd8e1a3.extra_data.json;;1;70.0;57;253;;2023-04-15 07:33:00.000;;;2023-04-15 11:56:58.531;2023-04-15 11:50:35.613;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-04-15 11:46:00.000;1b09ae4d-bf05-4194-a1fb-3f829dd8e1a3;
;65.0;11;25;6;15;65;559;81;2;34;0;0;;;3;66.0;;25.0;;;;a5a738d8-e9a6-4fa1-9a98-a72df0c976bd.extra_data.json;;6;88.0;68;559;;2023-04-16 02:20:00.000;;;2023-04-16 11:42:49.100;2023-04-16 11:42:26.100;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-04-16 11:39:00.000;a5a738d8-e9a6-4fa1-9a98-a72df0c976bd;
;60.0;31;38;10;10;45;463;213;2;23;0;0;;;3;60.0;;19.0;;;;65cd9f22-5b8f-4dd1-aae6-b5ef67818c43.extra_data.json;;4;90.0;69;463;;2023-04-17 02:47:00.000;;;2023-04-17 10:30:32.320;2023-04-17 10:30:16.539;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-04-17 10:30:00.000;65cd9f22-5b8f-4dd1-aae6-b5ef67818c43;
;88.0;31;31;4;2;22;353;114;0;3;0;0;;;3;55.0;;11.0;;;;2f0a2487-7b27-4bef-8792-1b9627f5af2d.extra_data.json;;4;93.0;80;353;;2023-04-18 03:11:00.000;;;2023-04-18 09:07:03.746;2023-04-18 09:06:53.442;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-04-18 09:04:00.000;2f0a2487-7b27-4bef-8792-1b9627f5af2d;
;58.0;13;54;2;12;66;402;65;2;48;0;0;;;3;62.0;;31.0;;;;c1ff410a-06bc-44da-9504-8b49595ed114.extra_data.json;;4;83.0;72;402;;2023-04-19 03:32:00.000;;;2023-04-19 10:17:33.963;2023-04-19 10:17:19.342;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-04-19 10:14:00.000;c1ff410a-06bc-44da-9504-8b49595ed114;
;35.0;59;59;9;30;56;392;188;2;38;0;0;;;3;67.0;;29.0;;;;0636aabb-0848-4aa6-ae44-7bf769c88b16.extra_data.json;;3;85.0;66;392;;2023-04-20 02:58:00.000;;;2023-04-20 09:30:30.624;2023-04-20 09:30:15.260;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-04-20 09:30:00.000;0636aabb-0848-4aa6-ae44-7bf769c88b16;
;47.0;5;5;6;13;28;249;103;2;16;0;0;e07935dc-cef9-4309-ae51-6162cc906db0;;3;29.0;;23.0;;;;1ab66134-5d23-468e-890a-efc5cbc313fc.extra_data.json;;2;88.0;53;249;;2023-04-21 02:53:00.000;;;2023-04-21 11:32:11.281;2023-04-21 07:09:32.518;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-04-21 07:02:00.000;1ab66134-5d23-468e-890a-efc5cbc313fc;
;65.0;0;4;9;5;57;256;135;1;47;0;0;e07935dc-cef9-4309-ae51-6162cc906db0;;3;27.0;;47.0;;;;6ca350bc-4e2a-4125-8cde-676fd1b87e3c.extra_data.json;;2;77.0;48;256;;2023-04-21 07:11:00.000;;;2023-04-21 11:32:11.294;2023-04-21 11:32:05.383;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-04-21 11:27:00.000;6ca350bc-4e2a-4125-8cde-676fd1b87e3c;
;72.0;58;69;9;13;66;506;172;1;37;0;0;;;3;78.0;;26.0;;;;a97e5519-d53a-46d4-8c56-07b11ff38f3d.extra_data.json;;5;86.0;72;506;;2023-04-22 02:40:00.000;;;2023-04-22 11:13:14.849;2023-04-22 11:13:03.488;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-04-22 11:06:00.000;a97e5519-d53a-46d4-8c56-07b11ff38f3d;
;60.0;31;37;3;10;115;524;95;2;80;0;0;;;3;73.0;;40.0;;;;1e9adf59-3ab2-4f92-9876-99c07fb23729.extra_data.json;;4;78.0;72;524;;2023-04-23 03:11:00.000;;;2023-04-23 11:56:05.422;2023-04-23 11:55:48.398;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-04-23 11:55:00.000;1e9adf59-3ab2-4f92-9876-99c07fb23729;
;41.0;23;32;6;14;37;422;137;3;21;0;0;;;3;56.0;;18.0;;;;de7222a9-98cc-47ab-a032-bb9c8b9fa1da.extra_data.json;;3;91.0;69;422;;2023-04-24 02:44:00.000;;;2023-04-24 10:00:06.438;2023-04-24 09:54:43.685;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-04-24 09:46:00.000;de7222a9-98cc-47ab-a032-bb9c8b9fa1da;
;76.0;59;59;9;4;58;355;179;0;34;0;0;;;3;65.0;;31.0;;;;bd16e275-775c-4a5d-9383-41df6377e1dd.extra_data.json;;2;83.0;67;355;;2023-04-25 03:49:00.000;;;2023-04-25 09:55:06.731;2023-04-25 09:51:52.051;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-04-25 09:44:00.000;bd16e275-775c-4a5d-9383-41df6377e1dd;
;81.0;30;32;8;4;39;375;165;0;21;0;0;;;3;53.0;;21.0;;;;57e79266-6ea7-4c3c-9e4d-7926b35d1bdf.extra_data.json;;3;89.0;76;375;;2023-04-26 03:11:00.000;;;2023-04-26 09:28:09.798;2023-04-26 09:27:53.221;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-04-26 09:26:00.000;57e79266-6ea7-4c3c-9e4d-7926b35d1bdf;
;75.0;37;37;5;5;40;387;134;1;29;0;0;;;3;59.0;;22.0;;;;f62167bc-0813-4545-86d4-b90fa5f6510a.extra_data.json;;4;89.0;75;387;;2023-04-27 03:17:00.000;;;2023-04-27 09:50:26.280;2023-04-27 09:48:44.574;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-04-27 09:44:00.000;f62167bc-0813-4545-86d4-b90fa5f6510a;
;73.0;58;58;5;7;51;373;195;0;38;0;0;;;3;65.0;;26.0;;;;9f384c67-cde1-4e13-aff5-c3807ac6ef97.extra_data.json;;2;86.0;74;373;;2023-04-28 03:35:00.000;;;2023-04-28 09:54:18.733;2023-04-28 09:53:17.407;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-04-28 09:48:00.000;9f384c67-cde1-4e13-aff5-c3807ac6ef97;
;68.0;50;52;4;7;60;467;161;1;42;0;0;;;3;70.0;;24.0;;;;31d1f589-8c08-4755-b094-f97df267ba11.extra_data.json;;3;87.0;74;467;;2023-04-29 02:45:00.000;;;2023-04-29 10:37:20.431;2023-04-29 10:37:09.674;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-04-29 10:32:00.000;31d1f589-8c08-4755-b094-f97df267ba11;
;54.0;38;42;2;11;59;572;167;3;33;0;0;;;3;74.0;;17.0;;;;dee4527b-f38d-488b-9aba-30d858f3b86d.extra_data.json;;5;89.0;67;572;;2023-04-30 02:17:00.000;;;2023-04-30 11:49:25.716;2023-04-30 11:49:05.611;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-04-30 11:49:00.000;dee4527b-f38d-488b-9aba-30d858f3b86d;
;24.0;24;24;13;26;48;465;233;4;28;0;0;;;3;56.0;;22.0;;;;73b98905-997c-4759-9077-2567a4cfdb10.extra_data.json;;4;89.0;58;465;;2023-05-01 03:15:00.000;;;2023-05-01 11:00:23.630;2023-05-01 11:00:14.477;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-05-01 11:00:00.000;73b98905-997c-4759-9077-2567a4cfdb10;
;64.0;30;30;3;16;74;380;123;1;59;0;0;;;3;56.0;;37.0;;;;e1e3d31d-29d0-419f-a732-e4f914f48692.extra_data.json;;4;80.0;65;380;;2023-05-02 03:24:00.000;;;2023-05-02 09:45:28.820;2023-05-02 09:45:12.947;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-05-02 09:44:00.000;e1e3d31d-29d0-419f-a732-e4f914f48692;
;13.0;25;71;6;52;71;405;98;2;50;0;0;;;3;68.0;;36.0;;;;de19ce47-b132-491a-a344-fb3832123d24.extra_data.json;;3;82.0;69;405;;2023-05-03 03:00:00.000;;;2023-05-03 09:47:30.269;2023-05-03 09:47:13.478;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-05-03 09:45:00.000;de19ce47-b132-491a-a344-fb3832123d24;
;52.0;61;61;9;13;34;360;167;2;19;0;0;;;3;68.0;;20.0;;;;278dbf8a-afb3-45b8-91fe-5b188cf4547e.extra_data.json;;3;90.0;72;360;;2023-05-04 03:45:00.000;;;2023-05-04 09:51:29.388;2023-05-04 09:51:16.209;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-05-04 09:45:00.000;278dbf8a-afb3-45b8-91fe-5b188cf4547e;
;83.0;35;35;4;2;67;380;142;0;49;0;0;;;3;57.0;;33.0;;;;2c53105a-2175-48d5-b74d-f328df4ddf83.extra_data.json;;3;82.0;78;380;;2023-05-05 03:25:00.000;;;2023-05-05 09:45:32.014;2023-05-05 09:45:14.074;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-05-05 09:45:00.000;2c53105a-2175-48d5-b74d-f328df4ddf83;
;31.0;45;98;7;44;71;534;120;2;47;0;0;;;3;87.0;;28.0;;;;d12617c6-df53-45aa-8bbc-9c9a8b53fd07.extra_data.json;;5;86.0;71;534;;2023-05-06 02:29:00.000;;;2023-05-06 11:35:37.191;2023-05-06 11:35:20.717;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-05-06 11:23:00.000;d12617c6-df53-45aa-8bbc-9c9a8b53fd07;
;0.0;26;47;16;82;113;532;216;1;88;0;0;;;3;67.0;;45.0;;;;54896bf4-2a7e-4bb4-a787-94d643c715b0.extra_data.json;;4;78.0;61;532;;2023-05-07 02:01:00.000;;;2023-05-07 11:00:25.168;2023-05-07 11:00:11.762;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-05-07 10:53:00.000;54896bf4-2a7e-4bb4-a787-94d643c715b0;
;70.0;0;13;0;0;15;70;0;0;11;0;0;;;3;26.0;;37.0;;;;92b40117-4486-4092-afcf-3a412adce07c.extra_data.json;;0;78.0;51;70;;2023-05-07 11:02:00.000;;;2023-05-07 12:15:37.131;2023-05-07 12:15:33.806;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-05-07 12:12:00.000;92b40117-4486-4092-afcf-3a412adce07c;
;73.0;20;51;12;7;36;447;104;1;18;0;0;;;3;64.0;;24.0;;;;005b30f9-59ed-4ae0-92d7-c240dfd2c3e0.extra_data.json;;4;91.0;77;447;;2023-05-08 02:06:00.000;;;2023-05-08 09:34:47.123;2023-05-08 09:34:34.283;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-05-08 09:33:00.000;005b30f9-59ed-4ae0-92d7-c240dfd2c3e0;
;42.0;47;53;4;18;53;389;103;3;36;0;0;;;3;71.0;;27.0;;;;dfbfd80c-e88d-4d7b-aade-891700acc7b6.extra_data.json;;4;86.0;69;389;;2023-05-09 03:15:00.000;;;2023-05-09 10:00:06.394;2023-05-09 09:50:11.454;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-05-09 09:44:00.000;dfbfd80c-e88d-4d7b-aade-891700acc7b6;
;65.0;28;61;5;10;26;330;147;1;17;0;0;4cdfe4d8-f66c-4658-b593-665f93f51e02;;3;59.0;;16.0;;;;906e9056-9005-46d8-86db-d320609d063b.extra_data.json;;3;92.0;63;330;;2023-05-10 01:58:00.000;;;2023-05-10 09:45:20.474;2023-05-10 07:33:58.024;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-05-10 07:28:00.000;906e9056-9005-46d8-86db-d320609d063b;
;61.0;1;1;6;4;10;73;73;1;6;0;0;4cdfe4d8-f66c-4658-b593-665f93f51e02;;3;9.0;;30.0;;;;ea39c430-5525-4c8a-904b-90f4f2902dbb.extra_data.json;;1;86.0;59;73;;2023-05-10 08:28:00.000;;;2023-05-10 09:45:20.500;2023-05-10 09:45:17.686;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-05-10 09:41:00.000;ea39c430-5525-4c8a-904b-90f4f2902dbb;
;56.0;28;71;9;24;49;444;119;1;29;0;0;;;3;70.0;;25.0;;;;4d1bb3e4-2911-4e5a-9868-edc7c185313d.extra_data.json;;4;88.0;70;444;;2023-05-11 02:22:00.000;;;2023-05-11 09:46:45.393;2023-05-11 09:46:30.300;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-05-11 09:46:00.000;4d1bb3e4-2911-4e5a-9868-edc7c185313d;
;68.0;28;68;5;12;43;388;84;1;28;0;0;;;3;70.0;;24.0;;;;e61e0b1c-2c58-4db6-a646-a2c1ffc4df5e.extra_data.json;;4;88.0;77;388;;2023-05-12 03:15:00.000;;;2023-05-12 09:48:29.714;2023-05-12 09:48:17.805;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-05-12 09:43:00.000;e61e0b1c-2c58-4db6-a646-a2c1ffc4df5e;
;75.0;34;77;1;15;56;557;109;1;23;0;0;;;3;82.0;;15.0;;;;007a63f6-1a3c-408b-b7cf-052aea207bce.extra_data.json;;6;89.0;82;557;;2023-05-13 01:42:00.000;;;2023-05-13 11:01:12.943;2023-05-13 11:00:32.064;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-05-13 10:59:00.000;007a63f6-1a3c-408b-b7cf-052aea207bce;
