Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11;Column12;Column13;Column14;Column15;Column16;Column17;Column18;Column19;Column20;Column21;Column22;Column23;Column24;Column25;Column26;Column27;Column28;Column29;Column30;Column31;Column32;Column33;Column34;Column35;Column36;Column37;Column38;Column39;Column40;Column41
com.samsung.shealth.sleep;6261011;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
original_efficiency;mental_recovery;factor_01;factor_02;factor_03;factor_04;factor_05;factor_06;factor_07;factor_08;factor_09;factor_10;has_sleep_data;combined_id;sleep_type;data_version;physical_recovery;original_wake_up_time;movement_awakening;original_bed_time;goal_bed_time;quality;extra_data;goal_wake_up_time;sleep_cycle;efficiency;sleep_score;sleep_duration;com.samsung.health.sleep.create_sh_ver;com.samsung.health.sleep.start_time;com.samsung.health.sleep.custom;com.samsung.health.sleep.modify_sh_ver;com.samsung.health.sleep.update_time;com.samsung.health.sleep.create_time;com.samsung.health.sleep.time_offset;com.samsung.health.sleep.deviceuuid;com.samsung.health.sleep.comment;com.samsung.health.sleep.pkg_name;com.samsung.health.sleep.end_time;com.samsung.health.sleep.datauuid;
;76.0;18;49;4;14;100;569;110;1;76;0;0;;;3;72.0;;35.0;;;;f85ee1e4-dbb2-44be-bebf-0949a77c03bb.extra_data.json;;6;82.0;73;569;;2023-05-14 02:20:00.000;;;2023-05-14 11:49:28.880;2023-05-14 11:49:08.121;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-05-14 11:49:00.000;f85ee1e4-dbb2-44be-bebf-0949a77c03bb;
;73.0;19;53;0;7;68;482;69;1;51;0;0;;;3;70.0;;25.0;;;;0ea83784-992f-4919-a009-03e8351dad93.extra_data.json;;4;85.0;77;482;;2023-05-15 02:07:00.000;;;2023-05-15 10:09:42.887;2023-05-15 10:09:12.936;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-05-15 10:09:00.000;0ea83784-992f-4919-a009-03e8351dad93;
;72.0;22;43;6;8;45;382;96;1;28;0;0;;;3;59.0;;25.0;;;;3b771a65-04c8-44d4-ac54-bd034512acde.extra_data.json;;4;88.0;75;382;;2023-05-16 03:23:00.000;;;2023-05-16 09:45:32.677;2023-05-16 09:45:15.853;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-05-16 09:45:00.000;3b771a65-04c8-44d4-ac54-bd034512acde;
;51.0;77;77;6;19;44;442;149;3;22;0;0;;;3;82.0;;19.0;;;;b2f68569-c0cd-401f-8cd5-bed39a8cb1a9.extra_data.json;;6;90.0;72;442;;2023-05-17 02:23:00.000;;;2023-05-17 09:46:44.801;2023-05-17 09:46:31.086;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-05-17 09:45:00.000;b2f68569-c0cd-401f-8cd5-bed39a8cb1a9;
;94.0;29;66;2;1;65;421;94;0;49;0;0;;;3;70.0;;29.0;;;;35a4cc5b-3181-46b4-975b-3dc13d1cdac7.extra_data.json;;5;84.0;85;421;;2023-05-18 02:52:00.000;;;2023-05-18 09:54:11.270;2023-05-18 09:53:49.609;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-05-18 09:53:00.000;35a4cc5b-3181-46b4-975b-3dc13d1cdac7;
;76.0;13;65;0;4;63;411;43;1;47;0;0;;;3;69.0;;27.0;;;;517ce937-2f20-4e7d-a048-ea3a48016eda.extra_data.json;;4;84.0;79;411;;2023-05-19 02:53:00.000;;;2023-05-19 09:45:40.991;2023-05-19 09:45:22.043;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-05-19 09:44:00.000;517ce937-2f20-4e7d-a048-ea3a48016eda;
;63.0;34;91;0;27;79;499;78;1;48;0;0;;;3;86.0;;25.0;;;;cc671a61-456d-476e-a27f-7ad5da87d2fe.extra_data.json;;6;84.0;76;499;;2023-05-20 03:23:00.000;;;2023-05-20 12:12:04.595;2023-05-20 11:42:10.362;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-05-20 11:42:00.000;cc671a61-456d-476e-a27f-7ad5da87d2fe;
;76.0;27;35;5;4;21;251;109;0;10;0;0;1c3f8c8c-bb00-41ba-ac2c-5da927762a87;;3;49.0;;17.0;;;;072b1194-bf82-4c2e-bcb0-f4b9a8216911.extra_data.json;;2;91.0;72;251;;2023-05-21 04:41:00.000;;;2023-05-21 13:02:35.029;2023-05-21 08:57:49.356;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-05-21 08:52:00.000;072b1194-bf82-4c2e-bcb0-f4b9a8216911;
;55.0;38;38;15;15;40;236;114;2;26;0;0;1c3f8c8c-bb00-41ba-ac2c-5da927762a87;;3;53.0;;41.0;;;;43d8798a-7390-4394-9b31-83d3e45f7a98.extra_data.json;;4;83.0;64;236;;2023-05-21 09:02:00.000;;;2023-05-21 13:02:35.036;2023-05-21 13:02:28.778;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-05-21 12:58:00.000;43d8798a-7390-4394-9b31-83d3e45f7a98;
;75.0;29;53;8;5;27;300;118;0;18;0;0;79f67b79-7916-4cba-8d76-9a079889bc15;;3;57.0;;22.0;;;;90e80ebf-3e6f-40be-be4c-59c2c5ec2d94.extra_data.json;;2;91.0;69;300;;2023-05-22 02:10:00.000;;;2023-05-22 09:45:17.186;2023-05-22 07:15:23.410;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-05-22 07:10:00.000;90e80ebf-3e6f-40be-be4c-59c2c5ec2d94;
;75.0;29;29;3;5;10;144;88;0;3;0;0;79f67b79-7916-4cba-8d76-9a079889bc15;;3;48.0;;12.0;;;;682ba9ad-9da0-4eff-88ea-b64623541fa2.extra_data.json;;2;93.0;74;144;;2023-05-22 07:21:00.000;;;2023-05-22 09:45:17.191;2023-05-22 09:45:12.552;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-05-22 09:45:00.000;682ba9ad-9da0-4eff-88ea-b64623541fa2;
;64.0;33;91;1;11;43;465;72;2;30;0;0;;;3;84.0;;17.0;;;;383c9402-6a99-4fd8-9b73-3190ac7b18d9.extra_data.json;;5;90.0;79;465;;2023-05-23 02:19:00.000;;;2023-05-23 10:05:12.018;2023-05-23 10:04:54.945;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-05-23 10:04:00.000;383c9402-6a99-4fd8-9b73-3190ac7b18d9;
;77.0;80;80;2;8;52;434;202;0;31;0;0;;;3;78.0;;20.0;;;;76593268-7137-4d89-abf8-f73e9bcd2440.extra_data.json;;3;88.0;79;434;;2023-05-24 02:31:00.000;;;2023-05-24 09:50:44.366;2023-05-24 09:50:25.034;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-05-24 09:45:00.000;76593268-7137-4d89-abf8-f73e9bcd2440;
;72.0;31;47;1;8;63;440;98;1;49;0;0;;;3;67.0;;26.0;;;;a7d4fc57-2697-4cf6-8215-501d01cb3dcb.extra_data.json;;4;85.0;79;440;;2023-05-25 02:39:00.000;;;2023-05-25 10:00:27.812;2023-05-25 10:00:16.435;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-05-25 09:59:00.000;a7d4fc57-2697-4cf6-8215-501d01cb3dcb;
;63.0;25;58;3;12;33;437;129;2;14;0;0;;;3;65.0;;13.0;;;;9273d9c2-5283-44d8-aff0-dcd52c1fb161.extra_data.json;;5;92.0;71;437;;2023-05-26 02:42:00.000;;;2023-05-26 09:59:41.838;2023-05-26 09:59:30.238;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-05-26 09:59:00.000;9273d9c2-5283-44d8-aff0-dcd52c1fb161;
;65.0;19;67;3;15;54;556;71;2;28;0;0;;;3;78.0;;19.0;;;;28c321bc-221c-4d0d-aad6-f04ec03cc00e.extra_data.json;;6;90.0;73;556;;2023-05-27 02:14:00.000;;;2023-05-27 11:30:32.117;2023-05-27 11:30:12.737;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-05-27 11:30:00.000;28c321bc-221c-4d0d-aad6-f04ec03cc00e;
;71.0;26;30;16;14;78;595;130;1;41;0;0;;;3;73.0;;32.0;;;;239cf31b-a889-44bc-9602-9b370603b221.extra_data.json;;5;86.0;66;595;;2023-05-28 02:22:00.000;;;2023-05-28 12:17:34.078;2023-05-28 12:17:09.597;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-05-28 12:17:00.000;239cf31b-a889-44bc-9602-9b370603b221;
;62.0;16;25;5;13;38;438;88;2;18;0;0;;;3;57.0;;18.0;;;;8e1f9b09-50e9-41a2-8415-24fc72d4ecae.extra_data.json;;5;91.0;74;438;;2023-05-29 02:27:00.000;;;2023-05-29 09:45:33.452;2023-05-29 09:45:16.733;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-05-29 09:45:00.000;8e1f9b09-50e9-41a2-8415-24fc72d4ecae;
;40.0;25;40;0;20;68;411;79;3;57;0;0;;;3;63.0;;30.0;;;;0c5e9923-6682-4a94-931e-052ac3cb31eb.extra_data.json;;4;83.0;67;411;;2023-05-30 02:56:00.000;;;2023-05-30 09:48:59.971;2023-05-30 09:48:43.448;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-05-30 09:47:00.000;0c5e9923-6682-4a94-931e-052ac3cb31eb;
;60.0;32;47;11;10;36;417;257;1;20;0;0;;;3;58.0;;18.0;;;;da884905-ff0c-4404-a521-6618dfd2202a.extra_data.json;;2;91.0;69;417;;2023-05-31 02:48:00.000;;;2023-05-31 09:45:27.481;2023-05-31 09:45:16.439;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-05-31 09:45:00.000;da884905-ff0c-4404-a521-6618dfd2202a;
;64.0;18;56;2;11;41;377;103;1;29;0;0;;;3;60.0;;21.0;;;;dc5130d4-677b-4940-a636-afa16f45fc07.extra_data.json;;3;89.0;75;377;;2023-06-01 03:32:00.000;;;2023-06-01 10:20:29.927;2023-06-01 09:58:28.469;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-06-01 09:49:00.000;dc5130d4-677b-4940-a636-afa16f45fc07;
;84.0;13;43;6;1;24;381;97;0;13;0;0;;;3;55.0;;16.0;;;;cbfbc6fd-2842-4996-8d5c-dfa759d292cd.extra_data.json;;3;93.0;87;381;;2023-06-02 02:54:00.000;;;2023-06-02 09:19:57.766;2023-06-02 09:19:48.749;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-06-02 09:15:00.000;cbfbc6fd-2842-4996-8d5c-dfa759d292cd;
;62.0;31;102;4;18;64;570;99;3;33;0;0;;;3;87.0;;21.0;;;;43d53f8f-1c04-43e0-9cdf-34a962cab702.extra_data.json;;8;88.0;66;570;;2023-06-03 02:19:00.000;;;2023-06-03 11:51:09.808;2023-06-03 11:50:51.443;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-06-03 11:49:00.000;43d53f8f-1c04-43e0-9cdf-34a962cab702;
;85.0;34;45;2;5;73;464;106;0;50;0;0;;;3;69.0;;28.0;;;;f1e73518-a6d1-4c9a-9a6b-309e82af62b6.extra_data.json;;4;84.0;83;464;;2023-06-04 03:46:00.000;;;2023-06-04 11:42:08.732;2023-06-04 11:41:51.908;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-06-04 11:30:00.000;f1e73518-a6d1-4c9a-9a6b-309e82af62b6;
;72.0;40;41;5;3;24;315;109;1;6;0;0;a0c0e4f1-1a08-4e98-96fb-afb39753675d;;3;59.0;;14.0;;;;e55bef91-061b-4d6f-88ec-2b32585a268b.extra_data.json;;3;92.0;79;315;;2023-06-05 02:35:00.000;;;2023-06-05 09:52:52.881;2023-06-05 07:55:00.663;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-06-05 07:50:00.000;e55bef91-061b-4d6f-88ec-2b32585a268b;
;70.0;0;6;0;0;13;114;0;0;7;0;0;a0c0e4f1-1a08-4e98-96fb-afb39753675d;;3;17.0;;18.0;;;;dd6e1392-5eb2-4d94-b4fd-fc327b1cf23b.extra_data.json;;0;88.0;47;114;;2023-06-05 07:58:00.000;;;2023-06-05 09:52:52.886;2023-06-05 09:52:47.059;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-06-05 09:52:00.000;dd6e1392-5eb2-4d94-b4fd-fc327b1cf23b;
;66.0;57;84;10;9;32;409;194;1;12;0;0;;;3;73.0;;16.0;;;;2d97e743-707e-41bf-b5ff-95837d282d1d.extra_data.json;;3;92.0;78;409;;2023-06-06 03:09:00.000;;;2023-06-06 09:59:44.057;2023-06-06 09:59:28.259;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-06-06 09:58:00.000;2d97e743-707e-41bf-b5ff-95837d282d1d;
;76.0;35;49;22;9;62;448;153;1;34;0;0;;;3;65.0;;36.0;;;;6a4dd6cc-ac07-43fd-9a88-0fc6b05771e4.extra_data.json;;5;86.0;70;448;;2023-06-07 03:00:00.000;;;2023-06-07 10:28:23.855;2023-06-07 10:28:06.844;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-06-07 10:28:00.000;6a4dd6cc-ac07-43fd-9a88-0fc6b05771e4;
;47.0;69;84;11;18;51;470;192;2;25;0;0;;;3;79.0;;22.0;;;;7e6c4f10-489e-43e5-a126-a56ac047a16e.extra_data.json;;3;89.0;66;470;;2023-06-08 02:51:00.000;;;2023-06-08 10:51:24.405;2023-06-08 10:51:06.109;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-06-08 10:41:00.000;7e6c4f10-489e-43e5-a126-a56ac047a16e;
;70.0;36;45;22;15;72;456;128;1;43;0;0;;;3;67.0;;42.0;;;;d2668076-5ad5-44b0-885c-530e3308e397.extra_data.json;;5;84.0;68;456;;2023-06-09 02:38:00.000;;;2023-06-09 12:40:20.894;2023-06-09 10:16:46.818;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-06-09 10:14:00.000;d2668076-5ad5-44b0-885c-530e3308e397;
;70.0;32;34;7;5;89;473;168;1;72;0;0;;;3;62.0;;38.0;;;;62065f49-84b7-4c2e-b031-53281ce9933f.extra_data.json;;3;81.0;75;473;;2023-06-10 02:56:00.000;;;2023-06-10 10:49:22.009;2023-06-10 10:49:04.255;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-06-10 10:49:00.000;62065f49-84b7-4c2e-b031-53281ce9933f;
;61.0;47;47;2;19;39;407;170;1;25;0;0;;;3;63.0;;17.0;;;;d1d86e16-7cf8-46c5-bdfd-4feb2fb04cc9.extra_data.json;;4;90.0;68;407;;2023-06-11 04:12:00.000;;;2023-06-11 11:00:06.722;2023-06-11 10:59:50.896;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-06-11 10:59:00.000;d1d86e16-7cf8-46c5-bdfd-4feb2fb04cc9;
;30.0;19;84;0;55;81;452;50;1;53;0;0;;;3;79.0;;30.0;;;;7ee97081-ebf8-4067-bc2a-3a2cc0e5a46a.extra_data.json;;5;82.0;69;452;;2023-06-12 03:22:00.000;;;2023-06-12 11:02:40.337;2023-06-12 11:02:24.036;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-06-12 10:54:00.000;7ee97081-ebf8-4067-bc2a-3a2cc0e5a46a;
;55.0;61;68;8;15;56;425;247;1;31;0;0;;;3;68.0;;24.0;;;;2aa8cb22-edbc-4a9e-9b69-89439da61803.extra_data.json;;2;86.0;69;425;;2023-06-13 02:55:00.000;;;2023-06-13 10:00:33.652;2023-06-13 10:00:19.590;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-06-13 10:00:00.000;2aa8cb22-edbc-4a9e-9b69-89439da61803;
;31.0;20;98;2;19;53;538;89;5;34;0;0;;;3;81.0;;18.0;;;;3d3ff400-b18c-4999-a420-7a1830fd9841.extra_data.json;;6;90.0;70;538;;2023-06-14 01:33:00.000;;;2023-06-14 10:31:29.385;2023-06-14 10:31:13.267;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-06-14 10:31:00.000;3d3ff400-b18c-4999-a420-7a1830fd9841;
;36.0;84;92;23;19;53;468;211;3;30;0;0;;;3;82.0;;29.0;;;;24dc4af8-6be7-48cc-8dcb-48ddd1d656d3.extra_data.json;;3;88.0;66;468;;2023-06-15 01:42:00.000;;;2023-06-15 09:31:49.879;2023-06-15 09:31:35.005;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-06-15 09:30:00.000;24dc4af8-6be7-48cc-8dcb-48ddd1d656d3;
;57.0;36;79;14;13;62;457;146;2;42;0;0;;;3;73.0;;32.0;;;;8c5c70f6-5440-4d65-b1e9-13ba599ef3f0.extra_data.json;;4;86.0;69;457;;2023-06-16 01:52:00.000;;;2023-06-16 09:30:35.690;2023-06-16 09:30:18.344;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-06-16 09:29:00.000;8c5c70f6-5440-4d65-b1e9-13ba599ef3f0;
;76.0;55;55;7;9;95;537;155;1;54;0;0;;;3;78.0;;32.0;;;;8732b673-6193-48ca-96ca-f629574641d8.extra_data.json;;5;82.0;74;537;;2023-06-17 01:33:00.000;;;2023-06-17 10:30:33.878;2023-06-17 10:30:12.114;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-06-17 10:30:00.000;8732b673-6193-48ca-96ca-f629574641d8;
;70.0;0;0;0;0;0;379;0;0;0;0;0;;;3;38.0;;0.0;;;;5e07d3b7-87dc-4f29-81a5-636dcca892e9.extra_data.json;;0;100.0;60;379;;2023-06-18 02:10:00.000;;;2023-06-20 10:04:59.808;2023-06-18 08:55:22.580;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-06-18 08:29:00.000;5e07d3b7-87dc-4f29-81a5-636dcca892e9;
;74.0;0;0;21;1;30;115;81;0;28;0;0;;;3;12.0;;76.0;;;;be09fbf9-4fa1-4f1a-a4f0-081131adfd11.extra_data.json;;1;73.0;52;115;;2023-06-18 08:39:00.000;;;2023-06-18 10:34:20.119;2023-06-18 10:34:15.006;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-06-18 10:34:00.000;be09fbf9-4fa1-4f1a-a4f0-081131adfd11;
;68.0;18;21;9;7;50;443;177;2;29;0;0;;;3;53.0;;23.0;;;;9f8d5624-e4ea-4b78-93c3-fd4b985fa3d5.extra_data.json;;5;88.0;61;443;;2023-06-19 02:25:00.000;;;2023-06-19 09:48:22.826;2023-06-19 09:48:02.110;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-06-19 09:48:00.000;9f8d5624-e4ea-4b78-93c3-fd4b985fa3d5;
;79.0;47;74;2;11;35;441;136;1;13;0;0;;;3;75.0;;12.0;;;;83035ffc-2ed8-47ad-b903-11aa13957655.extra_data.json;;6;92.0;78;441;;2023-06-20 02:43:00.000;;;2023-06-20 10:05:10.428;2023-06-20 10:04:57.135;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-06-20 10:04:00.000;83035ffc-2ed8-47ad-b903-11aa13957655;
;77.0;66;66;21;3;44;391;254;0;25;0;0;;;3;66.0;;26.0;;;;80e0328a-268d-411a-a241-0aa9e8dc3bc9.extra_data.json;;2;88.0;77;391;;2023-06-21 03:17:00.000;;;2023-06-21 09:48:53.200;2023-06-21 09:48:43.951;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-06-21 09:48:00.000;80e0328a-268d-411a-a241-0aa9e8dc3bc9;
;32.0;69;69;17;18;66;518;201;4;45;0;0;;;3;79.0;;30.0;;;;645248dc-09d0-4e4a-96d1-13425bc51838.extra_data.json;;4;87.0;64;518;;2023-06-22 01:11:00.000;;;2023-06-22 09:50:44.801;2023-06-22 09:50:31.759;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-06-22 09:49:00.000;645248dc-09d0-4e4a-96d1-13425bc51838;
;86.0;15;50;2;4;69;433;69;0;45;0;0;;;3;64.0;;29.0;;;;aab9ae8e-7391-483b-8b7e-91c2bbfd97bd.extra_data.json;;4;84.0;83;433;;2023-06-23 02:47:00.000;;;2023-06-23 10:00:40.621;2023-06-23 10:00:18.567;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-06-23 10:00:00.000;aab9ae8e-7391-483b-8b7e-91c2bbfd97bd;
;47.0;63;65;5;13;28;317;166;2;18;0;0;dd8bfe52-0e09-4fc5-899a-b7a4336ab914;;3;67.0;;18.0;;;;ed1b9401-b7e3-4d8f-83f3-909b5787cc76.extra_data.json;;2;91.0;59;317;;2023-06-24 01:45:00.000;;;2023-06-24 11:20:02.378;2023-06-24 07:11:19.204;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-06-24 07:02:00.000;ed1b9401-b7e3-4d8f-83f3-909b5787cc76;
;75.0;0;28;12;0;56;193;40;0;46;0;0;dd8bfe52-0e09-4fc5-899a-b7a4336ab914;;3;34.0;;83.0;;;;c93a48b6-6c78-4b84-ae94-e0a14cf12d9c.extra_data.json;;1;70.0;55;193;;2023-06-24 07:57:00.000;;;2023-06-24 11:20:02.392;2023-06-24 11:19:55.521;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-06-24 11:10:00.000;c93a48b6-6c78-4b84-ae94-e0a14cf12d9c;
;45.0;79;79;11;15;31;392;280;2;18;0;0;e1c452b1-c878-44e7-9f8d-59c8f0ca6b84;;3;71.0;;16.0;;;;0ccf85ff-9001-4259-b04d-3d3af2a7b553.extra_data.json;;2;92.0;70;392;;2023-06-25 01:28:00.000;;;2023-06-25 10:30:37.419;2023-06-25 08:09:01.820;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-06-25 08:00:00.000;0ccf85ff-9001-4259-b04d-3d3af2a7b553;
;55.0;20;20;15;10;25;117;117;1;16;0;0;e1c452b1-c878-44e7-9f8d-59c8f0ca6b84;;3;36.0;;48.0;;;;79be55b2-0ae6-49d1-a8ed-43610c8c7649.extra_data.json;;1;78.0;60;117;;2023-06-25 08:32:00.000;;;2023-06-25 10:30:37.476;2023-06-25 10:30:32.835;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-06-25 10:29:00.000;79be55b2-0ae6-49d1-a8ed-43610c8c7649;
;71.0;37;37;7;4;24;314;97;1;13;0;0;5c1708fc-0ca9-4c44-8835-14cd38a15ccf;;3;58.0;;19.0;;;;c71c8ebd-4265-4aa6-b31c-5119b4c47d3e.extra_data.json;;3;92.0;76;314;;2023-06-26 02:55:00.000;;;2023-06-26 09:47:27.763;2023-06-26 08:37:31.342;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-06-26 08:09:00.000;c71c8ebd-4265-4aa6-b31c-5119b4c47d3e;
;75.0;0;0;0;0;16;82;32;0;10;0;0;5c1708fc-0ca9-4c44-8835-14cd38a15ccf;;3;8.0;;32.0;;;;3b5ce9cd-aa60-4fec-a5ae-99528aa0e84c.extra_data.json;;1;80.0;51;82;;2023-06-26 08:19:00.000;;;2023-06-26 09:47:27.778;2023-06-26 09:47:22.419;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-06-26 09:41:00.000;3b5ce9cd-aa60-4fec-a5ae-99528aa0e84c;
;70.0;25;34;5;5;65;377;133;1;46;0;0;;;3;54.0;;33.0;;;;783f81a8-d2ca-457b-898b-dd52530bb17c.extra_data.json;;3;82.0;73;377;;2023-06-27 03:39:00.000;;;2023-06-27 09:56:56.314;2023-06-27 09:56:36.131;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-06-27 09:56:00.000;783f81a8-d2ca-457b-898b-dd52530bb17c;
;35.0;21;80;2;25;71;463;85;4;51;0;0;;;3;73.0;;29.0;;;;dc21756b-f434-4df3-acbd-9b86d2244b7f.extra_data.json;;6;84.0;69;463;;2023-06-28 02:16:00.000;;;2023-06-28 10:00:45.375;2023-06-28 10:00:21.488;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-06-28 09:59:00.000;dc21756b-f434-4df3-acbd-9b86d2244b7f;
;52.0;68;68;11;13;33;320;152;2;17;0;0;;;3;71.0;;23.0;;;;74a2a0da-aee8-4d7f-a524-f320e1d505d1.extra_data.json;;3;89.0;61;320;;2023-06-29 02:54:00.000;;;2023-06-29 08:33:05.720;2023-06-29 08:19:38.696;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-06-29 08:14:00.000;74a2a0da-aee8-4d7f-a524-f320e1d505d1;
;83.0;79;84;8;7;48;465;178;0;27;0;0;;;3;82.0;;21.0;;;;d0263c58-0304-466c-98e2-77728e772bb1.extra_data.json;;4;89.0;77;465;;2023-06-30 02:15:00.000;;;2023-06-30 10:00:29.388;2023-06-30 10:00:12.841;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-06-30 10:00:00.000;d0263c58-0304-466c-98e2-77728e772bb1;
;59.0;26;36;1;11;39;155;93;1;37;0;0;ae39260e-7ad4-43fa-b923-bbdde51ef670;;3;50.0;;50.0;;;;5c9b9377-ffff-4800-b332-7e61eafee71c.extra_data.json;;2;74.0;64;155;;2023-07-01 01:36:00.000;;;2023-07-01 10:52:28.120;2023-07-01 04:15:44.523;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-07-01 04:11:00.000;5c9b9377-ffff-4800-b332-7e61eafee71c;
;67.0;0;47;22;8;44;325;98;1;29;0;0;ae39260e-7ad4-43fa-b923-bbdde51ef670;;3;47.0;;45.0;;;;deda9a29-8702-4e49-a5fc-5a8c7c1af407.extra_data.json;;3;86.0;57;325;;2023-07-01 05:27:00.000;;;2023-07-01 10:52:28.125;2023-07-01 10:52:18.162;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-07-01 10:52:00.000;deda9a29-8702-4e49-a5fc-5a8c7c1af407;
;42.0;46;76;4;23;43;444;122;3;17;0;0;;;3;77.0;;17.0;;;;1695bf4f-80ee-4abc-9e5b-eb5cf6226dc6.extra_data.json;;5;90.0;70;444;;2023-07-02 02:24:00.000;;;2023-07-02 10:00:12.186;2023-07-02 09:55:01.216;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-07-02 09:48:00.000;1695bf4f-80ee-4abc-9e5b-eb5cf6226dc6;
;70.0;0;20;0;0;0;65;0;0;0;0;0;;;3;37.0;;0.0;;;;5c92d281-db1e-4a1a-a7a7-f20ad7a66aa9.extra_data.json;;0;100.0;60;65;;2023-07-02 10:23:00.000;;;2023-07-02 11:28:32.921;2023-07-02 11:28:27.780;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-07-02 11:28:00.000;5c92d281-db1e-4a1a-a7a7-f20ad7a66aa9;
;87.0;26;34;4;3;55;402;180;0;39;0;0;;;3;54.0;;26.0;;;;28d4956b-d9ad-4612-a62b-798be9e7f98f.extra_data.json;;4;86.0;76;402;;2023-07-03 03:10:00.000;;;2023-07-03 09:55:22.375;2023-07-03 09:55:07.252;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-07-03 09:52:00.000;28d4956b-d9ad-4612-a62b-798be9e7f98f;
;58.0;29;62;0;12;23;374;83;2;13;0;0;;;3;68.0;;10.0;;;;93ed6370-42a9-4185-b611-bc7d71758107.extra_data.json;;4;93.0;80;374;;2023-07-04 03:16:00.000;;;2023-07-04 09:35:13.813;2023-07-04 09:35:07.585;UTC-0300;5DkUXOKlpz;;com.sec.android.app.shealth;2023-07-04 09:30:00.000;93ed6370-42a9-4185-b611-bc7d71758107;
