Valor Real,Predição,Erro Absoluto
2873590.0,2523261.8084130725,350328.1915869275
3667285.0,3672177.93184469,4892.931844689883
2636142.0,2705001.5205427334,68859.52054273337
1206672.0,1130513.2346269651,76158.76537303487
1814045.0,1898742.6579912405,84697.6579912405
3967673.0,4000994.5140282973,33321.51402829727
4216625.0,4164424.029327813,52200.97067218693
2239536.0,2207322.8706419957,32213.129358004313
1673948.0,1640116.7554148633,33831.24458513665
2571863.0,2377918.450218039,193944.5497819609
2363772.0,2144367.467609715,219404.53239028482
1790342.0,1719909.2632478364,70432.73675216362
2297560.0,2447175.9759498336,149615.97594983364
3663717.0,3923309.428164005,259592.4281640048
2752245.0,2781442.4459675155,29197.445967515465
3013694.0,3014855.3966675447,1161.39666754473
2811292.0,2806445.4426872544,4846.557312745601
2508986.0,2230275.5724343797,278710.4275656203
2028895.0,1925057.262672638,103837.73732736195
