Valor Real,Predição,Erro Absoluto
1222000.0,908650.6026281663,313349.3973718337
615491.0,938335.0307246083,322844.03072460834
615491.0,878036.4618311971,262545.46183119714
58465.0,99642.50229666196,41177.50229666196
58465.0,357068.5890519286,298603.5890519286
1209356.0,840369.675808189,368986.324191811
1209356.0,1097795.7625634558,111560.23743654415
1218271.0,750848.0256105107,467422.9743894893
1217117.0,882682.5547306081,334434.4452693919
1206563.0,842267.097034066,364295.902965934
1208511.0,919500.5067411996,289010.49325880036
1191628.0,676793.5640735473,514834.43592645274
909600.0,733256.979800005,176343.02019999502
1207867.0,884634.6197480913,323232.3802519087
299856.0,658256.2446966926,358400.24469669256
1089775.0,772394.1913336702,317380.80866632983
1206273.0,885080.9801680404,321192.0198319596
1211215.0,884993.1106114294,326221.88938857056
614187.0,793924.6963173477,179737.6963173477
614187.0,1134950.8204512815,520763.8204512815
1216512.0,841340.5540220491,375171.44597795093
1216512.0,951036.920565601,265475.079434399
1199973.0,713268.7169846268,486704.28301537316
1199973.0,876876.106404284,323096.893595716
1202395.0,1047314.8048693575,155080.1951306425
1202395.0,876390.3064815607,326004.6935184393
1202395.0,1037354.6543062618,165040.3456937382
917460.0,769904.5376499081,147555.4623500919
1745565.0,1076488.948815533,669076.051184467
1745565.0,1034853.1047721668,710711.8952278332
789161.0,1099155.822732388,309994.82273238804
1214499.0,788505.2396435584,425993.7603564416
1214499.0,761938.8103413251,452560.1896586749
1217110.0,773228.2148274211,443881.7851725789
1644303.0,1052577.3217723537,591725.6782276463
1644303.0,1244112.7121534897,400190.2878465103
1213903.0,854261.1455359505,359641.85446404945
1227952.0,701784.9283077568,526167.0716922432
1227952.0,862761.0785599342,365190.92144006584
847517.0,903858.3454964054,56341.34549640538
1237499.0,917052.1045593722,320446.8954406278
1220790.0,939621.3166531785,281168.68334682146
884885.0,1131406.3953435868,246521.3953435868
