total_calorie,heart_rate_sample_count,com.samsung.health.exercise.duration,com.samsung.health.exercise.start_time,com.samsung.health.exercise.mean_heart_rate,com.samsung.health.exercise.max_heart_rate,com.samsung.health.exercise.max_speed,com.samsung.health.exercise.mean_cadence,com.samsung.health.exercise.min_heart_rate,com.samsung.health.exercise.distance,com.samsung.health.exercise.calorie,com.samsung.health.exercise.max_cadence,com.samsung.health.exercise.vo2_max,com.samsung.health.exercise.mean_speed,com.samsung.health.exercise.end_time,temperature_x,humidity_x,wind_speed_x,data,hora,dataToJoin,sleep_duration,sleep_score,physical_recovery,mental_recovery,temperature,wind_speed,humidity,latitude,longitude,com.samsung.health.exercise.distance_2,volume_7d,duration_min,pace,pace_min_sec
675.788,,3778085,2025-04-30 07:27:05.141,146.0,167.0,3.464,175.62866,54.0,10578.217,675.788,185.447,46.16,2.7998886,2025-04-30 08:30:03.226,16.0,93.0,6.0,2025-04-30,07:27:05,2025-04-30,459.0,86.0,78.0,91.0,16.0,6.0,93.0,-21.773638,-43.367615,10578217.0,11151133.0,62968.083333333336,5.952617849807139,5:57 min/km
831.226,,3344411,2025-05-02 08:22:31.008,156.0,172.0,3.679,176.15659,86.0,10110.035,831.226,187.829,46.18,3.0229645,2025-05-02 09:18:15.419,19.0,81.0,5.0,2025-05-02,08:22:31,2025-05-02,525.0,88.0,94.0,96.0,19.0,5.0,81.0,-20.719398,-42.038445,10110035.0,21261168.0,55740.183333333334,5.513352162809856,5:30 min/km
408.042,,2873590,2025-05-03 08:55:43.269,129.0,189.0,3.095,142.2541,97.0,5726.878,408.042,185.059,46.11,1.992935,2025-05-03 09:43:36.859,21.0,73.0,2.0,2025-05-03,08:55:43,2025-05-03,588.0,78.0,94.0,98.0,21.0,2.0,73.0,-20.722149,-42.038563,5726878.0,26988046.0,47893.166666666664,8.362875316475515,8:21 min/km
880.619,,3667285,2025-05-08 07:24:14.147,164.0,198.0,3.557,174.81598,106.0,10525.143,880.619,187.093,46.03,2.8700094,2025-05-08 08:25:21.432,16.0,99.0,8.0,2025-05-08,07:24:14,2025-05-08,442.0,87.0,73.0,96.0,16.0,8.0,99.0,-21.775227,-43.367508,10525143.0,26362056.0,61121.416666666664,5.807181590470235,5:48 min/km
666.562,,2636142,2025-05-10 07:30:04.177,168.0,197.0,3.688,176.69002,90.0,8043.96,666.562,184.973,46.02,3.0514135,2025-05-10 08:14:00.319,20.0,82.5,9.0,2025-05-10,07:30:04,2025-05-10,466.0,87.0,87.0,94.0,20.0,9.0,82.5,-21.7764265,-43.367746,804396.0,11329539.0,43935.7,5.461949089751814,5:27 min/km
268.072,,1206672,2025-05-10 08:16:35.405,147.0,161.0,3.094,170.502,102.0,3181.095,268.072,179.069,45.99,2.6362548,2025-05-10 08:36:42.077,20.0,82.5,9.0,2025-05-10,08:16:35,2025-05-10,466.0,87.0,87.0,94.0,20.0,9.0,82.5,-21.7764265,-43.367746,3181095.0,14510634.0,20111.2,6.322099780107165,6:19 min/km
401.68378,,1814045,2025-05-19 06:52:15.263,143.0,162.0,3.511,173.11588,89.0,5061.578,401.592,184.041,46.04,2.7902164,2025-05-19 07:22:34.028,26.0,90.0,5.0,2025-05-19,06:52:15,2025-05-19,155.5,46.0,14.5,57.0,26.0,5.0,90.0,-8.104636,-34.887096,5061578.0,5061578.0,30234.083333333332,5.973252478443151,5:58 min/km
922.82745,,3967673,2025-05-25 10:15:47.919,159.0,196.0,3.478,171.39517,103.0,11115.863,921.087,180.764,45.95,2.8016076,2025-05-25 11:23:25.405,19.0,73.0,3.0,2025-05-25,10:15:47,2025-05-25,513.0,84.0,89.0,95.0,19.0,3.0,73.0,-21.773157,-43.36906,11115863.0,16177441.0,66127.88333333333,5.94896530600758,5:56 min/km
1.675,,22799,2025-05-27 07:27:23.539,95.0,102.0,1.867,94.741,86.0,30.546,1.675,107.119,,1.3397956,2025-05-27 07:27:46.338,16.0,95.0,8.0,2025-05-27,07:27:23,2025-05-27,477.0,84.0,82.0,93.0,16.0,8.0,95.0,-21.776266,-43.368137,30546.0,11146409.0,379.98333333333335,12.439708417905237,12:26 min/km
964.147,,4216625,2025-05-27 07:28:30.400,168.0,199.0,3.4,173.15744,111.0,11644.917,964.147,182.852,45.92,2.7616677,2025-05-27 08:38:47.025,16.0,95.0,8.0,2025-05-27,07:28:30,2025-05-27,477.0,84.0,82.0,93.0,16.0,8.0,95.0,-21.776266,-43.368137,11644917.0,22791326.0,70277.08333333333,6.035000793336125,6:02 min/km
536.771,,2239536,2025-06-04 07:20:53.839,166.0,182.0,3.287,176.58122,129.0,6456.894,536.771,186.078,45.93,2.8831394,2025-06-04 07:58:13.375,15.0,92.0,6.0,2025-06-04,07:20:53,2025-06-04,470.0,80.0,64.0,92.0,15.0,6.0,92.0,-21.774885,-43.370003,6456894.0,6456894.0,37325.6,5.780736062881007,5:46 min/km
1280.919,,5558278,2025-06-07 07:37:49.125,154.0,188.0,3.362,176.00775,94.0,16167.472,1280.919,184.657,45.96,2.9087195,2025-06-07 09:10:27.403,15.0,92.0,3.0,2025-06-07,07:37:49,2025-06-07,483.0,92.0,84.0,94.0,15.0,3.0,92.0,-21.776733,-43.393295,16167472.0,22624366.0,92637.96666666666,5.729898073531017,5:43 min/km
413.849,,1673948,2025-06-11 07:36:21.791,129.0,176.0,3.552,177.38902,89.0,5016.069,413.849,186.632,46.02,2.99655,2025-06-11 08:04:15.739,12.0,94.0,6.0,2025-06-11,07:36:21,2025-06-11,230.0,59.5,39.5,67.0,12.0,6.0,94.0,-21.773289,-43.369267,5016069.0,21183541.0,27899.133333333335,5.561951666401186,5:33 min/km
588.395,,2571863,2025-06-13 16:50:59.880,174.0,200.0,3.497,172.52086,101.0,7109.175,588.395,182.079,45.96,2.7642121,2025-06-13 17:33:51.743,15.0,61.0,10.0,2025-06-13,16:50:59,2025-06-13,531.0,91.0,91.0,95.0,15.0,10.0,61.0,-21.775404,-43.367428,7109175.0,28292716.0,42864.38333333333,6.02944551700209,6:01 min/km
1424.281,,6130615,2025-06-15 15:34:36.566,148.0,161.0,3.268,175.50931,118.0,18034.955,1424.281,181.108,45.98,2.9417856,2025-06-15 17:16:47.181,20.0,44.0,18.0,2025-06-15,15:34:36,2025-06-15,558.0,91.0,95.0,96.0,20.0,18.0,44.0,-21.769796,-43.372395,18034955.0,30160199.0,102176.91666666667,5.665493297136957,5:39 min/km
536.456,,2363772,2025-06-18 07:19:51.455,179.0,200.0,3.26,172.52934,99.0,6516.936,536.456,183.221,45.93,2.7570071,2025-06-18 07:59:15.227,11.028501,94.0,3.319036,2025-06-18,07:19:51,2025-06-18,378.0,76.0,58.0,89.0,,,,-21.7642,-43.3503,6516936.0,31661066.0,39396.2,6.045202837652541,6:02 min/km
1280.469,,7025916,2025-06-21 07:24:30.687,164.0,176.0,3.631,173.63998,114.0,21272.137,1280.469,181.971,46.16,3.0276673,2025-06-21 09:21:36.603,21.0,75.0,11.0,2025-06-21,07:24:30,2025-06-21,514.0,75.0,92.0,94.0,21.0,11.0,75.0,-22.986258,-43.215305,21272137.0,45824028.0,117098.6,5.504787788833816,5:30 min/km
399.6532,,1790342,2025-06-28 09:12:17.750,161.0,193.0,3.629,166.66089,109.0,5045.426,399.54,185.127,46.73,2.818135,2025-06-28 09:42:13.933,17.0,88.0,5.0,2025-06-28,09:12:17,2025-06-28,548.0,92.0,94.0,97.0,17.0,5.0,88.0,-21.773806,-43.37035,5045426.0,5045426.0,29839.033333333333,5.914076102460591,5:54 min/km
227.03876,7000.0,2297560,2025-07-02 07:24:02.706,166.42615,206.0,4.3366666,96.36342,104.0,7565.03,227.0,173.73318,,3.2934391,2025-07-02 08:02:22.805,14.1285,94.0,4.68,2025-07-02,07:24:02,2025-07-02,457.0,76.0,58.0,94.0,,,,-21.7642,-43.3503,756503.0,5801929.0,38292.666666666664,5.061799710862569,5:03 min/km
916.989,,3663717,2025-07-06 08:36:51.314,161.0,190.0,3.761,178.35985,87.0,11285.275,916.989,187.462,46.83,3.0802803,2025-07-06 09:37:55.031,16.0,78.0,2.0,2025-07-06,08:36:51,2025-07-06,,,,,16.0,2.0,78.0,-20.71856,-42.03822,11285275.0,12041778.0,61061.95,5.410763140464011,5:24 min/km
702.9172,,2752245,2025-07-09 07:31:23.055,181.0,204.0,3.896,178.00014,106.0,8517.041,702.861,186.745,46.79,3.0945795,2025-07-09 08:17:18.197,11.0,89.0,5.0,2025-07-09,07:31:23,2025-07-09,468.0,79.0,66.0,91.0,11.0,5.0,89.0,-21.773468,-43.367558,8517041.0,19802316.0,45870.75,5.385761322506256,5:23 min/km
707.408,,3013694,2025-07-11 07:24:25.730,143.0,166.0,3.516,172.413,80.0,8581.399,707.408,183.148,46.77,2.8474686,2025-07-11 08:14:39.424,12.0,91.0,5.0,2025-07-11,07:24:25,2025-07-11,412.0,74.0,77.0,84.0,12.0,5.0,91.0,-21.776617,-43.36798,8581399.0,28383715.0,50228.23333333333,5.853152071513437,5:51 min/km
674.414,,2811292,2025-07-23 07:36:13.324,161.0,201.0,3.427,175.1579,120.0,8238.515,674.414,182.994,46.63,2.9305084,2025-07-23 08:23:04.616,14.0,84.0,5.0,2025-07-23,07:36:13,2025-07-23,538.0,93.0,94.0,96.0,14.0,5.0,84.0,-21.773201,-43.36912,8238515.0,8238515.0,46854.86666666667,5.687295182040291,5:41 min/km
364.919,,2508986,2025-07-26 11:03:09.455,124.0,167.0,3.284,139.39496,106.0,5032.352,364.919,178.874,46.53,2.0057313,2025-07-26 11:44:58.441,18.0,73.0,10.0,2025-07-26,11:03:09,2025-07-26,299.0,51.0,45.5,48.5,18.0,10.0,73.0,-21.77503,-43.37014,5032352.0,13270867.0,41816.433333333334,8.309520743646974,8:18 min/km
439.178,,2028895,2025-08-03 17:16:53.415,163.0,201.0,3.302,165.66652,106.0,5453.06,439.178,176.34,46.24,2.6876996,2025-08-03 17:50:42.310,20.0,43.0,11.0,2025-08-03,17:16:53,2025-08-03,515.0,82.0,91.0,95.0,20.0,11.0,43.0,-21.773409,-43.367554,545306.0,545306.0,33814.916666666664,6.201090152440402,6:12 min/km
