com.samsung.health.exercise.distance,com.samsung.health.exercise.mean_speed,com.samsung.health.exercise.mean_heart_rate,sleep_duration,physical_recovery,temperature_2m,relative_humidity_2m,sleep_score,mental_recovery,weather_impact,distancia_velocidade,physical_effort,distance_speed_ratio
-1.0611868356553595,-1.8423618891666231,-1.0766646164786788,0.5342487647263376,-0.07179581586177393,0.1706559442494954,-0.9976665008856549,-0.09628744357938918,1.0497227321011906,-0.1009937676771722,-0.9608588075107122,-1.7896197412405954,-0.12563466308483517
-0.1947582335508509,-1.8033723203363674,0.6014886125579214,0.5342487647263376,-0.07179581586177393,0.1706559442494954,-0.9976665008856549,-0.09628744357938918,1.0497227321011906,-0.1009938561555512,-0.8861024962884515,-1.7916634341844535,0.03724137916333684
-1.078157162109214,-0.33476955115882023,-2.4300139947340016,0.5342487647263376,-0.07179581586177393,0.1706559442494954,-0.9976665008856549,-0.09628744357938918,1.0497227321011906,-0.10099422235166192,-0.8423624205266028,0.3202978516499967,-0.17621446607924343
-1.2344885789874012,-0.21644473905476455,-1.7262723180412338,1.0456811035618645,1.0589882839611635,1.1247258122852277,0.13688468263587514,0.7011043895609544,-0.03765821460452698,-0.10099421961327658,-0.9367075178603762,0.23032025411138177,-0.18045852706880733
-1.2005248627985055,0.22328971833466568,0.6556225876881343,1.0456811035618645,1.0589882839611635,1.1247258122852277,0.13688468263587514,0.7011043895609544,-0.03765821460452698,-0.10099423110883957,-0.8989750624334322,0.06263941569380269,-0.18007399620059084
-1.2948870639148125,-2.0284661302002025,-4.757774925333157,1.0456811035618645,1.0589882839611635,2.6220847853332945,-3.266768867928715,0.7011043895609544,-0.03765821460452698,9.692670032810897,-0.9767858830598322,-1.9989529761274416,-0.017289809755417083
-0.4858611478973223,0.1852102904810326,0.38495271203706977,0.23203874632352622,-0.01794895396544358,0.6079383756706794,0.6411296530898885,0.04869288971885513,-0.5813486879573858,-0.10099422944118312,-0.32094693199691665,0.08845634426422891,-0.1655626898360953
-0.4858611478973223,0.1852102904810326,0.38495271203706977,-1.945423181142884,-2.4410577393003097,0.6079383756706794,0.6411296530898885,-1.1836399433162215,1.1273927997230275,-0.10099422944118312,-0.32094693199691665,0.08845634426422891,-0.1655626898360953
-1.2462872680994834,-0.22815255449333074,0.060148861255792295,0.23203874632352622,-0.01794895396544358,1.1247258122852277,-0.11523780259113153,0.04869288971885513,-0.5813486879573858,-0.10099422025349741,-0.944745091666273,-0.23806296177942105,-0.18074272995977453
-1.2462872680994834,-0.22815255449333074,0.060148861255792295,-1.945423181142884,-2.4410577393003097,1.1247258122852277,-0.11523780259113153,-1.1836399433162215,1.1273927997230275,-0.10099422025349741,-0.944745091666273,-0.23806296177942105,-0.18074272995977453
-0.5339602277395306,0.20331219052598326,0.33081873690685687,0.8907016069450382,-0.2871832634470954,0.157405507579603,0.13688468263587514,-0.24126777687763348,-1.0473690936884075,-0.10099423219090131,-0.3548944289000356,0.11820330263795031,-0.16666221068311732
-0.8371683300664795,0.11697441408075357,-0.10225306413484644,0.3870182429403526,-0.2871832634470954,0.024895840493992245,0.6411296530898885,-0.16877761022851132,-0.5813486879573858,-0.10099422882584956,-0.6171725337692475,0.139350524554917,-0.17238518085876794
-0.71781220835734,0.0034858308323694916,-0.372922939785911,0.9449444307609274,0.7359071125831814,0.09115067403679764,0.8932521383168951,1.0635552228065652,1.4380730702103754,-0.10099422503291948,-0.5473817491018055,0.09242223333600574,-0.16921637611374185
-0.7731373783522465,0.012354752659520303,-0.3187889646556981,0.2165407966618436,-0.5564175729287472,0.6344397790491331,0.2629459252493785,-0.24126777687763348,0.11768192063914695,-0.10099422659633063,-0.5868549230565213,0.08791088850035719,-0.17048754511411868
-0.1427474998337779,0.2568277692507736,0.4932206622974956,1.1154218770394364,0.3589790793088689,0.5416835421278741,0.2629459252493785,-0.09628744357938918,-0.34833848509187487,-0.10099423228757916,-0.01258442456409161,0.13048652501135014,-0.15934276679299292
-0.9450880989495404,-1.7950811981101882,0.22255078664643105,1.1154218770394364,0.3589790793088689,0.5416835421278741,0.2629459252493785,-0.09628744357938918,-0.34833848509187487,-0.10099382617656914,-0.9468899600124966,-1.7748544936027084,-0.11473382166359791
-0.8365996381067047,0.18502177714258528,-0.21052101439527227,0.4025161926020352,-0.07179581586177393,-0.014857059631690608,0.3890071678628818,-0.8211891100706107,-0.5813486879573858,-0.10099423124676704,-0.6053056335300692,0.2354551679838762,-0.17266780675533536
-0.015140792744512556,0.2210455923014336,0.38495271203706977,-1.7284518858793272,-1.3641205013737026,0.3296678097715631,0.2629459252493785,0.04869288971885513,0.7390424616138427,-0.1009942318803318,0.07743779631487986,0.12224761670138742,-0.15643899925881455
-0.015140792744512556,0.2210455923014336,0.38495271203706977,-0.9225585034718301,-1.0410393299957204,0.3296678097715631,0.2629459252493785,-1.908541609807443,-2.989120784234332,-0.1009942318803318,0.07743779631487986,0.12224761670138742,-0.15643899925881455
-0.7121410688993515,-1.8325491569211572,-0.5894588403067627,-1.7284518858793272,-1.3641205013737026,0.3296678097715631,0.2629459252493785,0.04869288971885513,0.7390424616138427,-0.10099374343679247,-0.934976669967112,-1.7918931978444765,-0.048552915123964306
-0.7121410688993515,-1.8325491569211572,-0.5894588403067627,-0.9225585034718301,-1.0410393299957204,0.3296678097715631,0.2629459252493785,-1.908541609807443,-2.989120784234332,-0.10099374343679247,-0.934976669967112,-1.7918931978444765,-0.048552915123964306
-1.0816275789992804,-0.1531774594999246,-1.1849325667391046,0.08480822453754118,-0.17948953965443465,0.28991517466521377,0.5150684104763852,0.6286142229118323,0.35069212350465784,-0.10099422167290338,-0.8303332719282928,0.14097419838498795,-0.1768531913677794
-0.12425499682163606,0.2705720084674871,0.6014886125579214,0.9139485314375622,0.7359071125831814,0.5019301119635223,0.010823440022371806,0.19367322301709944,-0.11532828222636395,-0.1009942334249174,0.008783550368833732,0.11823790958448457,-0.15911719457035647
-1.0740792098384282,0.1184261977644984,-1.1307985916088918,0.9139485314375622,0.7359071125831814,1.5355060452699547,-1.6279727139531714,0.19367322301709944,-0.11532828222636395,-0.100994234135414,-0.8031876044282389,0.4332813538439322,-0.17734073729098906
-0.13603305036634133,0.3101595430286989,0.5473546374277085,0.44901004158708313,0.7359071125831814,0.5549345088364354,0.7671908957033918,-0.8936792767197328,-0.4260085527137118,-0.10099423174616945,0.01566740663592272,0.16736269761921704,-0.1597296316813078
