com.samsung.shealth.exercise.weather,6303011,3
uv_index,sunset_time,start_time,latitude,custom,wind_direction,phrase,sundown_time,temperature_scale,content_provider,update_time,create_time,type,longitude,temperature,humidity,time_offset,deviceuuid,exercise_id,pkg_name,wind_speed_unit,forecast_time,wind_speed,icon_info_id,datauuid
,0,2018-12-18 09:49:12.046,-21.777988,,N. 0,Ensolarado,0,1,TWC,2018-12-18 09:49:12.048,2018-12-18 09:49:12.048,1,-43.370182,21.0,81,UTC-0200,O+mqRwYCKf,19d43ecc-e97f-43a4-b96d-71c397dbb88c,com.sec.android.app.shealth,km/h,0,11.0,1,cb7af514-2a0a-4642-8bfd-76b0aad60914,
,0,2018-01-20 09:13:41.773,-22.881899,,O. 270,Parcial. nublado,0,1,TWC,2018-01-20 09:13:41.775,2018-01-20 09:13:41.775,1,-42.009064,25.0,91,UTC-0200,2xsU3mmPSe,130a21c3-a43c-4046-b5f2-6d5cf394a498,com.sec.android.app.shealth,km/h,0,6.0,2,ccdda6d6-b0cf-4810-93e8-5e1b1ffb7756,
,0,2018-03-14 09:40:17.607,-21.773954,,NNE. 20,Encoberto,0,1,TWC,2018-03-14 09:40:17.610,2018-03-14 09:40:17.610,1,-43.367832,21.0,91,UTC-0300,2xsU3mmPSe,8cb9a0ca-75a9-4b42-b078-8861dd7165b8,com.sec.android.app.shealth,km/h,0,6.0,3,3389436d-bf43-4925-ac0d-b7c2b9833cf4,
,0,2018-03-27 12:30:06.088,-21.809656,,NNE. 20,Encoberto,0,1,TWC,2018-03-27 12:30:06.090,2018-03-27 12:30:06.090,1,-43.380543,22.0,75,UTC-0300,2xsU3mmPSe,5216806d-4ae1-4874-8343-f956aa0e88a8,com.sec.android.app.shealth,km/h,0,8.0,3,5b0f6fd6-eea7-48bc-b59e-4a677299c99a,
,0,2018-02-27 09:41:39.396,-21.773575,,N. 10,Nublado,0,1,TWC,2018-02-27 09:41:39.398,2018-02-27 09:41:39.398,1,-43.367752,18.0,100,UTC-0300,2xsU3mmPSe,24de4a02-c6b7-4416-bf18-6573711be879,com.sec.android.app.shealth,km/h,0,10.0,3,5e32ed8d-20f2-4329-8873-1b85b7193278,
,0,2018-02-05 08:42:18.303,-21.775368,,SSE. 160,Chuva,0,1,TWC,2018-02-05 08:42:18.305,2018-02-05 08:42:18.305,1,-43.3701,16.0,100,UTC-0200,2xsU3mmPSe,c5466999-b621-4d9d-8d44-a1d5f89bec9c,com.sec.android.app.shealth,km/h,0,8.0,5,fbb15e06-93d4-4428-9c1f-823436879ba5,
,0,2018-03-02 09:55:08.973,-21.773222,,N. 10,Encoberto,0,1,TWC,2018-03-02 09:55:08.975,2018-03-02 09:55:08.975,1,-43.36912,21.0,95,UTC-0300,2xsU3mmPSe,ab39fa66-6bb7-4bfe-9ea8-041cdd8c3a89,com.sec.android.app.shealth,km/h,0,6.0,3,dbcb74b0-c20a-4f9c-8b2b-4114579fcfcd,
,0,2018-03-07 10:49:21.890,-21.776096,,NNE. 20,Encoberto,0,1,TWC,2018-03-07 10:49:21.895,2018-03-07 10:49:21.895,1,-43.37187,22.0,89,UTC-0300,2xsU3mmPSe,4f0092a7-b2fd-42d1-8a93-57655c9f10c5,com.sec.android.app.shealth,km/h,0,8.0,3,5b61e458-3802-4b62-bd21-8c259bcc3efb,
,0,2018-04-24 12:26:35.919,-21.80973,,NNE. 30,Encoberto,0,1,TWC,2018-04-24 12:26:35.922,2018-04-24 12:26:35.922,1,-43.380592,20.0,79,UTC-0300,2xsU3mmPSe,3fe5435d-b018-4655-9d2d-1de6eed9a27b,com.sec.android.app.shealth,km/h,0,10.0,3,67ed3a90-1cf5-4b57-85b7-15eb0152ade0,
,0,2018-06-03 13:22:37.035,-20.722584,,WSW. 240,Partly Cloudy,0,1,TWC,2018-06-03 13:22:37.039,2018-06-03 13:22:37.039,1,-42.03924,27.0,56,UTC-0300,2xsU3mmPSe,fe51a6b3-8bf4-4840-ae8c-3949020b15fb,com.sec.android.app.shealth,km/h,0,5.0,2,ecf2d8e2-1b87-4385-ae84-6caeaf475c6e,
,0,2018-12-23 09:45:46.647,-20.71848,,NNO. 330,Ensolarado,0,1,TWC,2018-12-23 09:45:46.648,2018-12-23 09:45:46.648,1,-42.03826,24.0,79,UTC-0200,O+mqRwYCKf,9c0a08d7-4471-42fe-a81e-0094acdf7790,com.sec.android.app.shealth,km/h,0,8.0,1,16c1bcd5-8227-467f-8906-bf7e4a20af37,
,0,2018-07-25 00:55:01.484,-5.868576,,S. 170,Mostly Cloudy,0,1,TWC,2018-07-25 00:55:01.485,2018-07-25 00:55:01.485,1,-35.18155,25.0,70,UTC-0300,2xsU3mmPSe,441225de-2bed-44eb-a358-500e5df02fab,com.sec.android.app.shealth,km/h,0,21.0,3,12857bf2-b881-41ad-83a6-d38b07376666,
,0,2019-02-04 10:42:40.327,-21.78461,,SW. 220,Cloudy,0,1,TWC,2019-02-04 10:42:40.329,2019-02-04 10:42:40.329,1,-43.36172,22.0,87,UTC-0200,O+mqRwYCKf,1849651d-8baa-47b3-9a7c-b98c2c50d04a,com.sec.android.app.shealth,km/h,0,6.0,3,a9cddc0d-6bba-4e5d-a4d1-727f9d0630ce,
,0,2019-08-19 09:27:50.718,-21.775923,,SSW. 200,Partly Cloudy,0,1,TWC,2019-08-19 09:27:50.726,2019-08-19 09:27:50.726,1,-43.36809,12.0,87,UTC-0300,O+mqRwYCKf,b23dbac2-95bd-4d96-85cf-e88de1542a52,com.sec.android.app.shealth,km/h,0,6.0,2,fe9fda8c-6fa9-494a-9b70-571483c0feed,
,0,2018-12-19 10:19:45.608,-21.777758,,ONO. 290,Parcial. nublado,0,1,TWC,2018-12-19 10:19:45.610,2018-12-19 10:19:45.610,1,-43.36805,22.0,86,UTC-0200,O+mqRwYCKf,100a8142-000b-4cb1-895b-2da983681c54,com.sec.android.app.shealth,km/h,0,5.0,2,74d374c3-175b-4af5-9984-6e5c933a3976,
,0,2018-03-09 09:42:38.170,-21.773666,,SSO. 210,Chuva,0,1,TWC,2018-03-09 09:42:38.172,2018-03-09 09:42:38.172,1,-43.367588,19.0,92,UTC-0300,2xsU3mmPSe,97074ddf-5894-4a1f-bbf5-cf8711f9f1df,com.sec.android.app.shealth,km/h,0,8.0,5,5e8e775d-08f7-49c7-aced-9ffaf99422b0,
,0,2020-04-11 17:27:54.186,-21.784172,,SSE. 150,Cloudy,0,1,TWC,2020-04-11 17:27:54.187,2020-04-11 17:27:54.187,1,-43.36134,21.0,87,UTC-0300,O+mqRwYCKf,0ee48570-70e6-4b97-bb4c-8014b04f2d58,com.sec.android.app.shealth,km/h,0,10.0,3,dabb1009-57dd-4c0b-ad17-0fe938d3070c,
,0,2018-06-03 11:01:39.134,-20.73673,,NNW. 340,Partly Cloudy,0,1,TWC,2018-06-03 11:01:39.151,2018-06-03 11:01:39.151,1,-42.015842,21.0,75,UTC-0300,2xsU3mmPSe,4e03257b-308c-460a-847d-6749ab818acc,com.sec.android.app.shealth,km/h,0,5.0,2,f5f88744-e016-4ce7-9f02-24db025193a9,
,0,2018-03-01 09:49:21.802,-21.773281,,N. 10,Nublado,0,1,TWC,2018-03-01 09:49:21.804,2018-03-01 09:49:21.804,1,-43.36913,21.0,94,UTC-0300,2xsU3mmPSe,6ea2c4de-0786-407f-b553-c2ff457d5dc3,com.sec.android.app.shealth,km/h,0,5.0,3,c5965515-d033-417f-a726-28674bbf9b47,
,0,2018-02-16 10:56:52.548,-21.76535,,NE. 40,Encoberto,0,1,TWC,2018-02-16 10:56:52.551,2018-02-16 10:56:52.551,1,-43.348305,20.0,89,UTC-0200,2xsU3mmPSe,b3f251cb-fd61-45cd-9409-1778032f7d7b,com.sec.android.app.shealth,km/h,0,5.0,3,024f84df-65bc-4b5a-bffc-a1bfcce49363,
,0,2018-03-06 12:31:25.662,-21.809855,,NNO. 340,Parcial. nublado,0,1,TWC,2018-03-06 12:31:25.664,2018-03-06 12:31:25.664,1,-43.380196,24.0,80,UTC-0300,2xsU3mmPSe,bf83b9d8-e8cb-4cd0-b9fe-d89e2fa15656,com.sec.android.app.shealth,km/h,0,5.0,2,5a71b8ef-4a20-4a03-9507-45071060353a,
,0,2018-02-15 18:02:21.063,-21.784592,,E. 100,Pancada de chuva,0,1,TWC,2018-02-15 18:02:21.065,2018-02-15 18:02:21.065,1,-43.361675,22.0,73,UTC-0200,2xsU3mmPSe,951466a2-e581-425f-b586-cb6d7f8c7774,com.sec.android.app.shealth,km/h,0,10.0,5,90492dba-973e-4d27-b3df-de7ff2cb9c0c,
,0,2020-06-18 10:33:39.139,-20.71974,,N. 350,Fair,0,1,TWC,2020-06-18 10:33:39.141,2020-06-18 10:33:39.141,1,-42.038467,13.0,96,UTC-0300,O+mqRwYCKf,6722c472-8ac7-4529-8c9c-c166e74a2931,com.sec.android.app.shealth,km/h,0,5.0,1,78caea87-89ed-4799-97c9-1d3e8f694005,
