Valor Real,Predição,Erro Absoluto
1208036.0,1220522.8112299943,12486.811229994288
1093779.0,1222602.8840101245,128823.88401012449
94239.0,87965.86453665186,6273.135463348139
1222000.0,1224571.7404979242,2571.7404979241546
2810639.0,1774275.0590883924,1036363.9409116076
2810639.0,1792747.790860847,1017891.2091391529
615491.0,650070.1507582299,34579.150758229895
615491.0,657632.8671696006,42141.86716960056
58465.0,165662.5065165506,107197.50651655061
58465.0,173841.88413797278,115376.88413797278
1209356.0,1211438.8122813734,2082.8122813734226
1209356.0,1217636.4700332328,8280.470033232821
1218271.0,1214865.2801307652,3405.719869234832
3001412.0,2873063.068077764,128348.93192223599
3001412.0,2873063.068077764,128348.93192223599
1217117.0,1253700.6340487646,36583.634048764594
1206563.0,1230998.020701575,24435.020701575093
1208511.0,1209917.3487644321,1406.3487644321285
1191628.0,1224265.6307326206,32637.6307326206
909600.0,939760.2510341468,30160.251034146757
1207867.0,1215721.7005009428,7854.700500942767
299856.0,327793.6341192742,27937.63411927421
1089775.0,1209235.931129524,119460.93112952402
1206273.0,1210728.4651873899,4455.465187389869
1211215.0,1214696.1036258044,3481.1036258044187
614187.0,623162.3714083312,8975.371408331208
614187.0,642270.7882181761,28083.78821817611
1216512.0,1217184.4808305115,672.4808305115439
1216512.0,1210998.2707829664,5513.7292170336
1199973.0,1211809.3872059241,11836.38720592414
1199973.0,1211809.3872059241,11836.38720592414
1202395.0,1218236.7354401746,15841.735440174583
1202395.0,1216781.5368093727,14386.536809372716
1202395.0,1216781.5368093727,14386.536809372716
917460.0,926449.7131895978,8989.713189597824
1745565.0,1764553.8596874515,18988.859687451506
1745565.0,1744168.2603455656,1396.7396544343792
789161.0,790793.9293489924,1632.9293489924166
1214499.0,1216112.8899089925,1613.8899089924525
1214499.0,1226357.885049958,11858.885049958015
1217110.0,1215571.3945860665,1538.6054139335174
1644303.0,1622862.645902602,21440.354097397998
1644303.0,1630088.4359012456,14214.564098754432
1213903.0,1221164.7484739153,7261.7484739152715
1227952.0,1216006.1447842116,11945.855215788353
1227952.0,1217034.2770309958,10917.722969004186
847517.0,864353.5958987623,16836.595898762345
1237499.0,1244632.778466554,7133.778466553893
1220790.0,1228178.3784577625,7388.378457762534
884885.0,922200.1367795955,37315.136779595516
